File,WMC,DIT,NOC,CBO,RFC,LCOM,CA,CE,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,CC,MaX_CC,SUM_LOC+,MAX_LOC+,SUM_LOC-,MAX_LOC-,MAX_SET,AVG_SET,NO_REV,SUM_CHRN,MAX_CHRN,Age,CountOfDeveloper,REF,BUG
WSDL11EndpointBuilder.java,6,1,0,8,50,7,1,7,2,0.4,310,0.5,1,0,0.4,0,0,50.33333333,3.833333333,20,0,0,0,0,0,0,0,0,0,208.28,0,FALSE,FALSE
ThreadingViewMBean.java,12,1,0,1,12,66,1,0,12,2,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,98.28,0,FALSE,FALSE
IndirectEndpoint.java,12,0,0,20,37,0,5,15,11,0.409090909,211,1,1,0,0.283333333,0,0,16.41666667,2.25,16,22,12,3,2,46,27,2,25,13,26.28,1,TRUE,TRUE
MessageProcessorDeployer.java,6,0,0,12,38,0,0,12,5,0.2,505,1,1,0,0.65,0,0,83,3.333333333,7,0,0,0,0,0,0,0,0,0,57,0,FALSE,FALSE
FIXConstants.java,1,1,0,0,2,0,0,0,1,2,71,0,0,0,1,0,0,3,0,0,9,8,0,0,3,2.5,2,9,8,24.28,1,FALSE,TRUE
FaultHandler.java,7,1,4,26,33,9,23,4,5,0.5,259,1,2,0,0.333333333,0,0,35.71428571,3,10,0,0,0,0,0,0,0,0,0,191.14,0,FALSE,FALSE
FIXOutgoingMessageHandler.java,7,1,0,11,28,1,1,10,4,0.5,403,1,2,0,0.452380952,0,0,56,1.285714286,5,0,0,0,0,0,0,0,0,0,153.28,0,FALSE,FALSE
DBLookupMediatorSerializer.java,3,0,0,7,13,3,0,7,3,2,40,0,0,0,0.666666667,0,0,12.33333333,1,2,0,0,0,0,0,0,0,0,0,214.42,0,FALSE,FALSE
FIXApplicationFactory.java,2,1,0,8,4,0,3,5,2,0,18,1,1,0,0.6,0,0,7.5,0.5,1,0,0,0,0,0,0,0,0,0,160.14,0,FALSE,FALSE
PropertyInclude.java,5,1,0,26,5,10,25,1,5,2,5,0,0,0,0.45,0,0,0,1,1,0,0,0,0,0,0,0,0,0,108.71,0,FALSE,FALSE
CACertsLoader.java,4,1,0,5,25,0,1,4,2,0.333333333,126,1,1,0,0.666666667,0,0,30.25,1,3,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
AbstractListMediatorFactory.java,2,0,8,15,17,1,8,7,1,2,52,0,0,0,0.5,0,0,25,1.5,3,0,0,0,0,0,0,0,0,0,206.28,0,FALSE,FALSE
DefaultHttpGetProcessor.java,19,1,0,25,106,69,1,24,3,0.833333333,1204,1,3,0,0.337606838,0,0,62,4.263157895,17,28,28,12,6,9,7.5,2,40,34,26.14,1,FALSE,TRUE
ReplaceMediatorFactory.java,5,0,0,7,17,6,0,7,4,0.625,74,1,2,0,0.666666667,0,0,13.4,1,3,0,0,0,0,0,0,0,0,0,167.71,0,FALSE,FALSE
SynapseStartUpServlet.java,6,0,0,7,21,13,0,7,3,1.066666667,83,0.666666667,1,0,0.6,0,0,12.33333333,0.666666667,1,1,1,0,0,2,2,1,1,1,-57.71,1,FALSE,TRUE
RESTConstants.java,1,1,0,0,2,0,0,0,1,2,19,0,0,0,1,0,0,3,0,0,57,48,1,1,38,11.6,5,58,48,25,2,FALSE,TRUE
JSONClient.java,4,1,0,9,44,6,0,9,3,2,214,0,0,0,0.25,0,0,52.5,1.25,3,0,0,0,0,0,0,0,0,0,94,0,FALSE,FALSE
SynapseObserver.java,16,1,0,10,16,120,3,7,16,2,16,0,0,0,0.25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,149.71,0,FALSE,FALSE
MessageFormatterDecoratorFactory.java,3,1,0,9,16,1,2,7,2,1,69,1,1,0,0.5,0,0,21.33333333,2,6,0,0,0,0,3,3,1,0,0,-15.57,1,FALSE,TRUE
MessageContext.java,53,1,0,161,53,1378,155,10,53,2,53,0,0,0,0.127358491,0,0,0,1,1,0,0,0,0,0,0,0,0,0,217.28,0,FALSE,FALSE
DBReportMediatorSerializer.java,3,0,0,8,16,3,0,8,3,2,51,0,0,0,0.666666667,0,0,16,1.333333333,3,0,0,0,0,0,0,0,0,0,214.42,0,FALSE,FALSE
MessageStoreView.java,7,1,0,7,26,0,1,6,6,0.555555556,107,1,2,0,0.555555556,0,0,13.85714286,1.428571429,3,0,0,0,0,0,0,0,0,0,89.14,0,FALSE,FALSE
AbstractDispatcher.java,8,1,3,13,30,22,3,10,1,0.928571429,275,1,1,0,0.416666667,0,0,33.125,3.75,14,13,12,4,2,46,25,2,17,14,26.28,1,TRUE,TRUE
Bootstrap.java,3,1,0,0,39,3,0,0,2,1.5,309,1,0,0,0.333333333,0,0,101.3333333,3,8,0,0,0,0,0,0,0,0,0,58,0,FALSE,FALSE
NhttpConstants.java,1,1,0,0,2,0,0,0,1,2,78,0.013513514,0,0,1,0,0,3,0,0,27,10,7,7,76,32,4,34,15,35.71,3,TRUE,TRUE
TextProcessingEvaluatorFactory.java,3,1,2,14,21,1,2,12,1,0,151,1,1,0,0.555555556,0,0,49,0.666666667,1,0,0,0,0,0,0,0,0,0,90.42,0,FALSE,FALSE
SOAPEnvelopeTextRetriever.java,3,1,0,13,27,0,2,11,3,0.5,134,1,1,0,0.555555556,0,0,43,0.666666667,1,0,0,0,0,0,0,0,0,0,90.57,0,FALSE,FALSE
SynapseTaskManager.java,10,1,0,12,23,0,4,8,8,0.527777778,137,1,3,0,0.407407407,0,0,12.3,1.8,7,0,0,0,0,0,0,0,0,0,142.28,0,FALSE,FALSE
EndpointContext.java,15,1,0,14,56,0,8,7,9,0.655279503,1078,0.826086957,4,0,0.234693878,0,0,69.33333333,4,16,6,4,9,6,17,9,2,15,10,26.14,2,TRUE,TRUE
AbstractListMediatorSerializer.java,2,0,8,13,14,1,8,5,1,2,40,0,0,0,0.666666667,0,0,19,1.5,3,0,0,0,0,0,0,0,0,0,206.28,0,FALSE,FALSE
AbstractEvaluatorSerializer.java,4,1,4,14,18,0,4,10,0,0.777777778,106,1,3,0,0.583333333,0,0,24.75,0.5,1,0,0,0,0,0,0,0,0,0,108.14,0,FALSE,FALSE
DataSourceInformationRepositoryFactory.java,5,1,0,10,20,8,1,9,4,0.5,68,1,1,0,0.375,0,0,12.4,1.2,3,0,0,0,0,0,0,0,0,0,155.85,0,FALSE,FALSE
DBPoolViewMBean.java,5,1,0,1,5,10,1,0,5,2,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,118.14,0,FALSE,FALSE
Axis2MessageContext.java,63,1,0,66,145,463,44,22,63,0.875806452,879,1,4,0,0.111111111,0,0,12.79365079,1.682539683,11,5,4,8,7,18,17,2,13,11,18.28,2,TRUE,FALSE
SynapseAxisServlet.java,3,0,0,6,15,1,0,6,3,2,52,0,0,0,0.555555556,0,0,16.33333333,0.666666667,1,21,21,0,0,1,1,1,21,21,-57.85,1,FALSE,TRUE
MediatorLog.java,15,1,0,5,27,0,1,4,14,0.232142857,243,1,3,0,0.295918367,0,0,14.93333333,2.4,3,0,0,0,0,0,0,0,0,0,206,0,FALSE,FALSE
LoadbalanceFailoverClient.java,10,1,0,19,82,45,0,19,3,1.111111111,889,1,0,0,0.32,0,0,87.6,4.4,24,0,0,0,0,0,0,0,0,0,208.28,0,FALSE,FALSE
HardCodedSecretCallbackHandler.java,2,0,0,2,4,1,0,2,1,2,9,0,0,0,0.75,0,0,3.5,0.5,1,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
AXIOMSourceBuilderFactory.java,2,1,0,4,4,1,0,4,2,2,9,0,0,0,0.75,0,0,3.5,0.5,1,0,0,0,0,0,0,0,0,0,205.42,0,FALSE,FALSE
KeyStoreInformationFactory.java,5,1,0,10,25,0,2,8,3,1.1875,210,1,1,0,0.3125,0,0,37.8,3.6,10,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
PollTableEntry.java,26,0,0,7,41,271,2,5,23,0.952727273,423,0.909090909,0,0,0.307692308,0,0,14.42307692,1.192307692,3,6,6,0,0,1,1,1,6,6,-58.28,1,FALSE,TRUE
TransactionMediatorFactory.java,4,0,0,5,12,4,0,5,3,0.666666667,47,1,1,0,0.555555556,0,0,10.5,0.75,2,0,0,0,0,0,0,0,0,0,170.14,0,FALSE,FALSE
StreamResultBuilderFactory.java,2,1,0,6,4,1,1,5,2,2,11,0,0,0,0.666666667,0,0,4.5,0.5,1,0,0,0,0,0,0,0,0,0,205.85,0,FALSE,FALSE
SynapseXpathVariableResolver.java,2,1,0,4,2,1,3,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,77.28,0,FALSE,FALSE
PayloadHelper.java,23,1,0,19,70,143,2,18,22,0.878787879,525,0,4,0,0.181818182,0,0,21.43478261,2.217391304,5,2,1,8,6,2,1.5,2,10,7,24.28,2,FALSE,TRUE
DynamicLoadbalanceFaultHandler.java,4,0,1,6,5,6,2,4,4,2,7,0,0,0,0.4375,0,0,0.75,0.75,1,55,37,17,17,46,26,2,72,37,26.28,1,TRUE,TRUE
SendMediatorFactory.java,4,0,0,8,16,2,0,8,3,0.666666667,74,1,3,0,0.555555556,0,0,16.75,1.25,4,0,0,0,0,0,0,0,0,0,214.42,0,FALSE,FALSE
GlobalRequestCountHandler.java,2,0,0,6,9,1,0,6,2,2,18,0,0,0,0.75,0,0,8,0.5,1,0,0,0,0,0,0,0,0,0,172.14,0,FALSE,FALSE
Axis2HttpRequest.java,22,1,0,31,90,117,6,25,18,0.846153846,844,0.846153846,7,0,0.147186147,0,0,36.77272727,1,3,62,60,37,35,16,6.66,3,99,95,30.28,3,TRUE,TRUE
ProxyService.java,75,1,0,59,208,2457,14,47,67,0.957915058,1824,0.942857143,9,0,0.091591592,0,0,22.85333333,2.026666667,63,30,16,47,25,96,25.8,5,77,26,26.28,1,FALSE,TRUE
EnqueueMediatorSerializer.java,4,0,0,7,21,4,0,7,3,0.666666667,98,0,0,0,0.666666667,0,0,23.25,1.5,5,4,4,3,3,3,3,1,7,7,-60.42,1,FALSE,FALSE
AbstractDBMediatorFactory.java,10,0,2,13,64,29,3,10,1,0.805555556,665,0,12,0,0.6,0,0,64.3,4.6,28,0,0,0,0,0,0,0,0,0,221.14,0,FALSE,FALSE
SynapseEventingConstants.java,1,1,0,0,2,0,0,0,1,2,8,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,179,0,FALSE,FALSE
EnrichMediatorFactory.java,7,0,0,14,46,9,0,14,2,0.846153846,388,0.461538462,8,0,0.361111111,0,0,52.57142857,5.714285714,17,4,3,3,2,4,3.5,2,7,5,-58.14,1,FALSE,TRUE
MatchEvaluator.java,8,1,0,8,15,8,2,6,7,0.714285714,63,1,2,0,0.3,0,0,6.5,0.875,1,0,0,0,0,0,0,0,0,0,118.85,0,FALSE,FALSE
EncodingHelper.java,4,1,0,8,19,0,1,7,2,0.333333333,93,1,1,0,0.416666667,0,0,22,1.75,6,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
DispatcherHelper.java,1,1,0,9,1,0,9,0,1,2,1,0,0,0,1,0,0,0,1,1,26,26,0,0,38,38,1,26,26,25,1,FALSE,FALSE
IdentityKeyStoreWrapper.java,7,0,0,10,12,21,7,3,7,2,58,0,0,0,0.571428571,0,0,7.285714286,1.285714286,2,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
ErrorLog.java,10,1,0,6,15,27,6,0,10,0.833333333,62,1,0,0,0.5,0,0,4.8,0.9,1,0,0,0,0,0,0,0,0,0,119.14,0,FALSE,FALSE
MessageProcessor.java,9,1,0,12,9,36,9,3,9,2,9,0,0,0,0.444444444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,68.71,0,FALSE,FALSE
SynapseEventFilter.java,1,1,0,2,1,0,1,1,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,179,0,FALSE,FALSE
CalloutMediatorSerializer.java,3,0,0,11,25,3,0,11,3,2,151,0,0,0,0.666666667,0,0,49.33333333,4,11,69,19,25,12,10,5.62,8,94,31,22.14,1,FALSE,TRUE
LocalEntryDeployer.java,6,0,0,10,34,0,0,10,5,0.2,451,1,1,0,0.65,0,0,74,3.166666667,5,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
FIXClient.java,6,1,0,15,46,15,0,15,3,2,424,0,0,0,0.25,0,0,69.66666667,1.166666667,3,0,0,0,0,0,0,0,0,0,216,0,FALSE,FALSE
WSDLEndpointSerializer.java,2,0,0,13,18,1,1,13,1,2,98,0,0,0,0.75,0,0,48,3,6,4,4,5,5,46,46,1,9,9,26.28,1,TRUE,TRUE
DefaultTaskTriggerFactory.java,3,1,0,10,31,1,1,9,2,0.5,154,1,1,0,0.75,0,0,49.66666667,3.666666667,11,28,28,36,36,8,8,1,64,64,-59.42,1,FALSE,TRUE
TaskConstants.java,1,1,0,0,2,0,0,0,1,2,6,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,165.85,0,FALSE,FALSE
SEDAQueueConsumerWorkerFactory.java,2,1,0,5,4,0,2,4,2,0,22,1,2,0,0.625,0,0,9,0.5,1,0,0,0,0,0,0,0,0,0,147.42,0,FALSE,FALSE
ResponseAcceptEncodingProcessor.java,3,1,0,4,14,1,1,3,2,1.166666667,83,1,1,0,0.5,0,0,25.66666667,3.333333333,10,0,0,0,0,0,0,0,0,0,207.28,0,FALSE,FALSE
LoadbalanceAlgorithmFactory.java,4,1,0,10,23,4,3,7,3,0.333333333,125,1,1,0,0.555555556,0,0,30,1.75,6,0,0,0,0,0,0,0,0,0,206.42,0,FALSE,FALSE
ServerManagerViewMBean.java,8,1,0,1,8,28,1,0,8,2,8,0,0,0,0.5625,0,0,0,1,1,0,0,0,0,0,0,0,0,0,167.28,0,FALSE,FALSE
SessionInformation.java,14,1,0,9,16,43,8,1,14,0.884615385,99,1,1,0,0.342857143,0,0,5.5,0.928571429,2,0,0,0,0,0,0,0,0,0,191.14,0,FALSE,FALSE
MediatorPropertySerializer.java,6,1,0,14,25,7,1,13,5,0.56,138,1,5,0,0.44,0,0,21.16666667,1.666666667,6,0,0,0,0,0,0,0,0,0,108.71,0,FALSE,FALSE
OutMediator.java,3,0,0,7,16,3,2,5,3,2,55,0,0,0,0.833333333,0,0,17.33333333,1.666666667,4,5,5,0,0,96,96,1,5,5,-57.14,1,FALSE,TRUE
PKCS8KeyStoreLoader.java,5,1,0,6,39,2,1,5,2,0.821428571,334,1,1,0,0.5,0,0,64.4,2.4,10,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
PriorityExecutor.java,19,1,0,21,37,97,14,8,18,0.861111111,259,1,3,0,0.210526316,0,0,12.10526316,1.368421053,4,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
SynapseBinaryDataSource.java,6,1,0,6,15,0,3,3,6,0.5,64,1,1,0,0.458333333,0,0,9.333333333,0.666666667,1,0,0,0,0,0,0,0,0,0,215.85,0,FALSE,FALSE
MatchFactory.java,2,0,0,8,12,1,1,7,2,2,37,0,0,0,0.75,0,0,17.5,0.5,1,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
DOOMSourceBuilder.java,3,1,0,6,8,3,1,5,3,2,16,0,0,0,0.666666667,0,0,4.333333333,0.666666667,1,3,3,3,3,7,7,1,6,6,-0.85,1,FALSE,TRUE
SwitchCase.java,10,1,0,9,22,11,3,6,9,0.703703704,92,1,2,0,0.259259259,0,0,7.9,1.2,3,0,0,2,2,16,16,1,2,2,-60.28,1,TRUE,FALSE
LoggingNHttpClientHandler.java,11,1,0,13,39,0,1,12,10,0.1,320,1,2,0,0.272727273,0,0,27.90909091,1.818181818,3,18,18,18,18,65,51.5,2,36,36,-59,1,TRUE,FALSE
UserDefinedWSDLLocator.java,1,1,0,3,1,0,1,2,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,61.71,0,FALSE,FALSE
PriorityExecutorSerializer.java,3,1,0,15,30,3,3,12,2,2,190,0,0,0,0.416666667,0,0,62.33333333,3.333333333,8,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
LogMediatorFactory.java,4,0,0,6,20,2,0,6,3,1.142857143,171,0.571428571,4,0,0.555555556,0,0,38.25,3.75,14,0,0,0,0,0,0,0,0,0,193.14,0,FALSE,FALSE
HttpGetRequestProcessor.java,2,1,0,11,2,1,5,7,2,2,2,0,0,0,0.555555556,0,0,0,1,1,0,0,0,0,0,0,0,0,0,74.28,0,FALSE,FALSE
AbstractDBMediator.java,23,0,2,31,108,181,8,24,16,0.850649351,882,1,2,0,0.186956522,0,0,37.04347826,1.826086957,7,72,65,16,13,7,3.66,3,88,78,26.28,1,FALSE,TRUE
WSDLEndpoint.java,12,0,0,9,29,58,4,5,12,0.909090909,102,1,1,0,0.375,0,0,7.166666667,1.333333333,4,0,0,0,0,0,0,0,0,0,220,0,FALSE,FALSE
AXIOMUtils.java,2,1,0,5,5,1,1,4,1,2,20,0,0,0,0.5,0,0,9,1,2,0,0,0,0,0,0,0,0,0,213.42,0,FALSE,FALSE
MBeanRepository.java,4,1,0,3,4,6,3,0,4,2,4,0,0,0,0.666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,110.14,0,FALSE,FALSE
XMLToEndpointMapper.java,4,1,0,7,7,4,1,6,2,0.666666667,31,1,1,0,0.444444444,0,0,6.5,0.75,2,0,0,0,0,0,0,0,0,0,213.85,0,FALSE,FALSE
FailoverEndpointFactory.java,4,0,0,8,23,4,1,8,1,0.666666667,102,1,1,0,0.416666667,0,0,24.25,2,7,0,0,0,0,0,0,0,0,0,213.85,0,FALSE,FALSE
CalloutMediator.java,22,0,0,29,73,137,2,27,20,0.883116883,607,0.818181818,3,0,0.265151515,0,0,26.09090909,1.954545455,17,358,155,148,112,10,5.62,8,506,267,22.14,1,FALSE,TRUE
PolicyInfo.java,14,1,0,3,15,0,3,0,14,0.723076923,126,0.6,1,0,0.446428571,0,0,7.642857143,1.428571429,4,0,0,0,0,0,0,0,0,0,219.71,0,FALSE,FALSE
WeightedRoundRobin.java,17,1,0,19,48,70,3,19,14,0.911458333,456,1,5,0,0.1953125,0,0,25.11764706,2.117647059,10,5,5,1,1,46,46,1,6,6,26.28,1,TRUE,TRUE
ConnectionsView.java,26,1,0,6,53,255,4,5,15,0.96,534,1,0,0,0.163461538,0,0,18.73076923,1.461538462,7,0,0,0,0,0,0,0,0,0,98.28,0,FALSE,FALSE
SynapseException.java,5,4,0,144,9,10,143,1,5,1.25,36,1,0,1,0.7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,205.71,0,FALSE,FALSE
EvaluatorContext.java,13,1,0,18,22,44,16,2,13,0.833333333,158,1,1,0,0.442307692,0,0,10.76923077,1,2,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
Startup.java,3,1,0,17,3,3,14,3,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,118.57,0,FALSE,FALSE
MediatorFaultHandler.java,6,0,0,12,20,0,6,7,4,0.533333333,106,1,3,0,0.4,0,0,16.16666667,0.833333333,2,0,0,0,0,0,0,0,0,0,193.14,0,FALSE,FALSE
FilterMediator.java,19,0,0,12,45,69,2,10,19,0.801587302,545,1,3,0,0.190789474,0,0,27.31578947,2.368421053,19,10,10,0,0,96,96,1,10,10,-57.14,1,FALSE,TRUE
OutMediatorSerializer.java,3,0,0,6,14,3,0,6,3,2,41,0,0,0,0.666666667,0,0,12.66666667,1,2,0,0,0,0,0,0,0,0,0,93.28,0,FALSE,FALSE
SynapseArtifactDeploymentStore.java,17,1,0,7,39,0,4,3,16,0.6375,307,1,1,0,0.9375,0,0,16.76470588,1.411764706,3,14,14,7,7,7,7,1,21,21,26.28,1,FALSE,TRUE
EventSubscriber.java,4,1,0,15,42,6,0,15,3,2,649,0,0,0,0.25,0,0,161.25,1.25,3,0,0,0,0,0,0,0,0,0,179,0,FALSE,FALSE
InvokeMediator.java,7,0,0,10,30,0,2,8,6,0.5,125,1,0,0,0.464285714,0,0,16.57142857,1.571428571,5,12,7,7,4,17,10,3,19,11,26.28,1,TRUE,TRUE
SynapseConfigUtils.java,28,1,0,58,150,246,23,37,22,0.703703704,1655,0.5,1,0,0.084175084,0,0,58.03571429,3.821428571,15,47,28,2,1,46,16.66,3,49,28,26.28,1,TRUE,TRUE
IEntrySerializer.java,1,1,0,3,1,0,1,2,1,2,1,0,0,0,1,0,0,0,1,1,29,29,0,0,46,46,1,29,29,26.28,1,TRUE,TRUE
SourceBuilder.java,2,1,0,9,2,1,8,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,205.85,0,FALSE,FALSE
TemplateFactory.java,4,1,0,10,25,2,4,6,2,0.5,125,0,1,0,0.5,0,0,29.75,2.5,9,1,1,4,4,7,7,1,5,5,-61,1,FALSE,FALSE
DataSourceRepositoryHolder.java,9,1,0,13,24,12,3,10,6,0.666666667,137,1,5,0,0.375,0,0,13.55555556,1.777777778,9,0,0,0,0,0,0,0,0,0,110.28,0,FALSE,FALSE
URLTextRetriever.java,5,1,0,8,25,0,1,7,4,0.5,93,1,2,0,0.5,0,0,17.2,0.8,2,0,0,0,0,0,0,0,0,0,94.71,0,FALSE,FALSE
InMediatorFactory.java,4,0,0,5,9,4,0,5,3,0.666666667,31,1,1,0,0.555555556,0,0,6.5,0.5,1,0,0,0,0,0,0,0,0,0,214.42,0,FALSE,FALSE
ListenerContext.java,20,1,0,23,67,122,4,19,14,0.879699248,518,0.928571429,8,0,0.236842105,0,0,24.2,1.05,4,41,18,63,55,65,16.55,9,104,62,25.71,4,TRUE,TRUE
ConnectionsViewMBean.java,12,1,0,1,12,66,1,0,12,2,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,98.28,0,FALSE,FALSE
DropMediatorSerializer.java,3,0,0,6,12,3,0,6,3,2,36,0,0,0,0.666666667,0,0,11,1,2,0,0,0,0,0,0,0,0,0,214.42,0,FALSE,FALSE
EndpointViewMBean.java,41,1,0,1,41,820,1,0,41,2,41,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,191.14,0,FALSE,FALSE
IterateMediatorSerializer.java,3,0,0,12,26,3,0,12,3,2,112,0,0,0,0.666666667,0,0,36.33333333,3.666666667,10,5,2,5,2,46,20.66,3,10,4,26.28,2,TRUE,TRUE
ForwardingJob.java,5,1,0,20,44,8,0,20,2,0.75,337,1,1,0,0.35,0,0,66.2,1.6,4,43,30,57,44,17,8,5,100,74,25.14,2,TRUE,TRUE
HessianMessageFormatter.java,12,1,0,19,52,36,0,19,6,0.545454545,325,1,1,0,0.309090909,0,0,26,1.166666667,3,0,0,0,0,0,0,0,0,0,219.14,0,FALSE,FALSE
DefaultConsumer.java,3,1,0,5,7,0,1,4,2,0.5,24,1,1,0,0.666666667,0,0,6.333333333,0.333333333,1,0,0,0,0,0,0,0,0,0,147.42,0,FALSE,FALSE
RegistryEntryImpl.java,19,1,0,5,34,103,1,4,18,0.87037037,203,1,1,0,0.481481481,0,0,9.210526316,0.947368421,2,2,2,2,2,2,2,1,4,4,-60.14,1,FALSE,FALSE
PRRNextQueueAlgorithm.java,3,1,0,4,8,0,2,2,3,0.375,98,1,0,0,0.666666667,0,0,30.33333333,2.666666667,7,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
