File,WMC,DIT,NOC,CBO,RFC,LCOM,CA,CE,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,CC,MaX_CC,SUM_LOC+,MAX_LOC+,SUM_LOC-,MAX_LOC-,MAX_SET,AVG_SET,NO_REV,SUM_CHRN,MAX_CHRN,Age,CountOfDeveloper,REF,BUG
InMemoryDataSourceRepository.java,8,1,0,12,32,0,3,9,7,0.476190476,139,1,2,0,0.392857143,0,0,16,1.875,5,0,0,0,0,0,0,0,0,0,160,0,FALSE,FALSE
ResultBuilderFactory.java,1,1,0,7,1,0,4,3,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,205.85,0,FALSE,FALSE
InputStreamConsumer.java,8,1,0,2,17,14,1,1,8,0.428571429,195,1,0,0,0.541666667,0,0,22.75,0.875,1,0,0,0,0,0,0,0,0,0,213.14,0,FALSE,FALSE
CacheMediatorSerializer.java,3,0,0,11,31,3,0,11,3,2,220,0,0,0,0.666666667,0,0,72.33333333,4.333333333,12,0,0,0,0,0,0,0,0,0,213.28,0,FALSE,FALSE
AbstractSynapseObserver.java,17,1,1,13,32,0,1,12,17,0,302,1,1,0,0.242647059,0,0,16.70588235,0.941176471,1,0,0,0,0,0,0,0,0,0,149.28,0,FALSE,FALSE
SynapseMediator.java,2,0,0,6,15,1,2,4,2,2,67,0,0,0,0.75,0,0,32.5,3,6,0,0,0,0,0,0,0,0,0,193.14,0,FALSE,FALSE
Base64EncodeFunction.java,4,1,0,9,22,0,1,8,2,1,155,0.666666667,1,0,0.466666667,0,0,37,0.5,1,0,0,0,0,0,0,0,0,0,108.85,0,FALSE,FALSE
PriorityExecutorFactory.java,8,1,0,14,41,22,3,11,2,0.771428571,425,0.1,10,0,0.285714286,0,0,50.875,0.875,2,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
AccessConstants.java,2,1,0,2,3,1,2,0,1,1.166666667,71,0,0,0,1,0,0,31.5,0,0,64,59,5,4,17,10,3,69,59,26.14,1,TRUE,TRUE
DetachMediatorFactory.java,5,0,0,7,17,6,0,7,4,0.625,74,1,2,0,0.666666667,0,0,13.4,1,3,0,0,0,0,0,0,0,0,0,167.71,0,FALSE,FALSE
ResourceMap.java,5,1,0,23,27,0,17,6,4,0.5,163,1,1,0,0.583333333,0,0,31.2,1.4,5,0,0,0,0,0,0,0,0,0,158.42,0,FALSE,FALSE
SequenceMediatorSerializer.java,4,0,0,16,28,4,6,10,4,2,149,0,0,0,0.4375,0,0,36.25,2.75,6,0,0,0,0,0,0,0,0,0,214.42,0,FALSE,FALSE
PlainClientIOEventDispatch.java,2,0,0,9,6,1,1,8,1,2,17,0,0,0,0.625,0,0,7.5,0.5,1,28,28,14,14,65,51.5,2,42,42,-59,1,TRUE,FALSE
ValueFactory.java,8,1,0,17,23,26,8,9,4,0.785714286,200,1,2,0,0.714285714,0,0,23.75,2.125,6,2,2,1,1,6,6,1,3,3,-60.42,1,FALSE,FALSE
SecretRepository.java,4,1,0,4,4,6,4,0,4,2,4,0,0,0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
AbstractRegistry.java,8,1,1,10,44,20,1,9,6,0.785714286,337,1,1,0,0.428571429,0,0,40.875,4.875,34,1,1,4,2,17,9.5,2,5,3,20.28,1,TRUE,TRUE
PerUserIPViewStrategy.java,3,0,0,2,6,3,0,2,3,2,19,0,0,0,0.666666667,0,0,5.333333333,0.666666667,1,0,0,0,0,0,0,0,0,0,168,0,FALSE,FALSE
MiscellaneousUtil.java,7,1,0,9,42,0,6,3,4,0.166666667,310,1,1,0,0.277777778,0,0,43.14285714,4.142857143,10,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
SequenceMediator.java,18,0,0,49,51,95,37,14,18,0.848739496,430,1,1,0,0.240740741,0,0,22.5,2.611111111,29,5,5,0,0,96,96,1,5,5,-57.14,1,FALSE,TRUE
HttpCoreNIOSSLSender.java,8,0,0,16,60,16,1,16,1,0.428571429,557,1,1,0,0.285714286,0,0,68.5,0.75,1,52,26,36,11,65,29.8,5,88,35,-59,1,TRUE,TRUE
ConnectionPool.java,6,1,0,8,37,3,2,6,4,0.5,295,1,1,0,0.3,0,0,47.83333333,2.666666667,9,14,14,14,14,7,7,1,28,28,-61.71,1,FALSE,FALSE
GetPropertyFunction.java,6,1,0,19,72,0,1,18,4,0.6,687,0.75,3,0,0.3,0,0,112.8333333,9,49,49,23,7,4,5,3.25,4,56,24,24.28,3,TRUE,TRUE
IndirectEndpointSerializer.java,2,0,0,10,9,1,1,10,1,2,40,0,0,0,0.75,0,0,19,1.5,3,0,0,0,0,0,0,0,0,0,213.28,0,FALSE,FALSE
TemplateEndpointFactory.java,3,0,0,5,22,1,1,5,2,0.5,158,0,0,0,0.625,0,0,51.33333333,3.666666667,11,0,0,0,0,0,0,0,0,0,64.85,0,FALSE,FALSE
ResultBuilder.java,3,1,0,9,3,3,8,1,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,205.85,0,FALSE,FALSE
RegistryFactory.java,6,1,0,7,28,5,1,6,2,0.55,165,0.25,4,0,0.32,0,0,25.83333333,1.333333333,4,2,2,1,1,2,2,1,3,3,-61.14,1,FALSE,TRUE
Wire.java,11,1,0,3,29,49,2,1,10,0.05,249,1,1,0,0.393939394,0,0,21.45454545,1.636363636,7,0,0,0,0,0,0,0,0,0,138.42,0,FALSE,FALSE
APISerializer.java,3,1,0,13,18,1,2,11,2,0.5,124,1,1,0,0.5,0,0,40,2,6,76,63,4,3,38,14.25,4,80,63,25,2,FALSE,TRUE
Identifiable.java,1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,167.85,0,FALSE,FALSE
SynapseXPathSerializer.java,6,1,0,30,24,13,21,9,3,0.4,105,1,1,0,0.5,0,0,16.33333333,1.333333333,3,0,0,0,0,0,0,0,0,0,221.14,0,FALSE,FALSE
EvaluatorException.java,2,3,0,38,4,1,38,0,2,2,11,0,0,1,0.833333333,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
AndFactory.java,3,1,0,8,23,1,1,8,2,0,87,1,1,0,0.555555556,0,0,27.66666667,0.666666667,1,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
DBPoolView.java,10,1,0,4,18,7,3,1,10,0.694444444,100,1,0,0,0.5,0,0,8.6,1.2,4,0,0,0,0,0,0,0,0,0,118.14,0,FALSE,FALSE
OrSerializer.java,2,0,0,8,9,1,1,7,2,2,35,0,0,0,0.666666667,0,0,16.5,0.5,1,3,3,2,2,10,10,1,5,5,-58.28,1,FALSE,TRUE
AbstractMessageStore.java,17,1,1,7,32,106,1,6,15,0.95,156,1,3,0,0.305882353,0,0,7.588235294,1.294117647,3,1,1,0,0,1,1,1,1,1,22.14,1,FALSE,FALSE
SimpleLoggingObserver.java,1,0,0,2,3,0,0,2,1,2,8,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,147.28,0,FALSE,FALSE
AccessLogger.java,7,1,0,5,30,0,2,3,3,0.633333333,308,0.9,1,0,0.333333333,0,0,41.57142857,2.857142857,10,230,227,4,4,9,6,2,234,227,26.14,1,FALSE,TRUE
PayloadFactoryMediatorSerializer.java,3,0,0,12,26,3,0,12,3,1.5,127,1,0,0,0.666666667,0,0,39.33333333,3,8,97,97,0,0,5,5,1,97,97,26,1,FALSE,TRUE
ConfigurationMigrator.java,4,1,0,0,19,6,0,0,3,1.333333333,193,1,0,0,0.333333333,0,0,47,1.25,3,0,0,0,0,0,0,0,0,0,107.57,0,FALSE,FALSE
SynapseCommonsException.java,5,4,0,16,10,10,15,1,5,1.25,35,1,0,1,0.7,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,160,0,FALSE,FALSE
SamplingProcessorView.java,5,1,0,2,11,0,1,2,4,0.25,60,0.5,1,0,0.625,0,0,10.6,1.8,3,18,18,16,16,6,6,1,34,34,26.28,1,FALSE,FALSE
SwitchMediator.java,10,0,0,10,38,0,2,8,10,0.518518519,244,1,2,0,0.3,0,0,23.1,2.2,10,1,1,1,1,96,96,1,2,2,-57.14,1,FALSE,TRUE
ScheduledMessageProcessor.java,8,0,2,19,43,2,2,17,6,0.734693878,350,0.714285714,2,0,0.416666667,0,0,41.875,2.375,6,16,14,20,20,8,4.66,3,36,34,26.28,1,FALSE,TRUE
MiscellaneousUtil.java,8,1,0,9,46,0,6,3,5,0.142857143,385,1,1,0,0.261904762,0,0,47,4.5,10,0,0,0,0,0,0,0,0,0,160,0,FALSE,FALSE
JmxInformationFactory.java,5,1,0,7,39,8,1,6,1,0.5,290,1,1,0,0.416666667,0,0,56.8,4.4,12,0,0,0,0,0,0,0,0,0,160,0,FALSE,FALSE
ErrorLogFactory.java,4,1,0,8,21,0,2,6,3,0.333333333,108,1,1,0,0.333333333,0,0,25.5,1.5,3,0,0,0,0,0,0,0,0,0,119.14,0,FALSE,FALSE
VFSTransportListener.java,22,0,0,35,147,95,1,35,2,0.941798942,1470,0.666666667,2,0,0.2,0,0,65.40909091,3.227272727,48,55,44,51,35,4,2,4,106,79,25.14,3,FALSE,TRUE
DataSourceInformationSerializer.java,3,1,0,3,51,3,1,2,2,2,469,0,0,0,0.333333333,0,0,155.3333333,4.333333333,10,0,0,0,0,0,0,0,0,0,159.85,0,FALSE,FALSE
AndSerializer.java,2,0,0,8,9,1,1,7,2,2,35,0,0,0,0.666666667,0,0,16.5,0.5,1,3,3,2,2,10,10,1,5,5,-58.28,1,FALSE,TRUE
DBLookupMediatorFactory.java,4,0,0,5,9,4,0,5,3,0.666666667,31,1,1,0,0.555555556,0,0,6.5,0.5,1,0,0,0,0,0,0,0,0,0,214.42,0,FALSE,FALSE
WeightedRoundRobinView.java,3,1,0,2,6,0,1,2,3,0,23,1,1,0,0.555555556,0,0,6.333333333,0.666666667,1,2,2,2,2,46,46,1,4,4,26.28,1,TRUE,TRUE
AbstractRESTProcessor.java,5,1,2,6,12,4,2,4,1,0.75,38,1,1,0,0.55,0,0,6.2,0.8,1,66,66,0,0,38,38,1,66,66,25,1,FALSE,FALSE
Aggregate.java,22,2,0,7,48,131,2,7,20,0.87012987,386,1,3,0.130434783,0.151515152,0,0,16.04545455,1.772727273,13,0,0,0,0,0,0,0,0,0,219,0,FALSE,FALSE
MediatorWorker.java,5,1,0,8,18,0,2,6,3,0.5,171,1,4,0,0.5,0,0,32.4,1.8,5,0,0,0,0,0,0,0,0,0,171.28,0,FALSE,FALSE
SEDAMediatorFactory.java,4,0,0,7,17,4,0,7,3,0.666666667,53,1,1,0,0.555555556,0,0,12,1,3,0,0,0,0,0,0,0,0,0,147.42,0,FALSE,FALSE
MDDConsumer.java,6,1,0,0,27,15,0,0,4,2,125,0,0,0,0.333333333,0,0,19.83333333,1.166666667,3,0,0,0,0,0,0,0,0,0,179.14,0,FALSE,FALSE
ProtocolException.java,1,3,0,2,2,0,2,0,1,2,6,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,213.14,0,FALSE,FALSE
ConditionalRouterMediatorFactory.java,4,0,0,12,33,2,0,12,3,0.666666667,210,1,7,0,0.555555556,0,0,49.75,2.75,10,0,0,0,0,0,0,0,0,0,108.14,0,FALSE,FALSE
PropertyMediatorFactory.java,4,0,0,10,28,4,0,10,3,0.666666667,266,1,5,0,0.555555556,0,0,64.25,5.75,22,0,0,0,0,0,0,0,0,0,221.14,0,FALSE,FALSE
ServerContextInformation.java,16,1,0,19,21,78,17,5,16,0.866666667,113,1,5,0,0.2109375,0,0,5.625,0.9375,2,0,0,22,22,6,6,1,22,22,-60.28,1,FALSE,TRUE
XpathExtensionUtil.java,12,1,0,12,43,60,3,9,5,0.909090909,239,1,1,0,0.193181818,0,0,18.66666667,1.666666667,5,3,3,4,4,17,17,1,7,7,20.28,1,TRUE,FALSE
SwitchMediatorSerializer.java,3,0,0,13,27,3,0,13,3,2,123,0,0,0,0.666666667,0,0,40,2.666666667,7,0,0,0,0,0,0,0,0,0,221,0,FALSE,FALSE
MediatorSerializerFinder.java,7,1,0,11,28,0,5,6,3,0.625,306,1,2,0,0.333333333,0,0,42.14285714,1,3,6,3,4,2,25,16.66,3,10,4,26,2,FALSE,TRUE
ClientHandler.java,31,1,0,72,231,249,4,70,15,0.893650794,2209,0.666666667,10,0,0.136842105,0,0,69.58064516,4.967741935,35,53,17,52,25,65,20.37,8,105,40,26.14,2,TRUE,TRUE
FailoverEndpointSerializer.java,2,0,0,11,16,1,1,11,1,2,67,0,0,0,0.75,0,0,32.5,2,4,3,3,3,3,46,46,1,6,6,26.28,1,TRUE,TRUE
SEDAQueueProducer.java,3,1,0,6,15,0,1,5,2,0.625,86,1,3,0,0.625,0,0,26.33333333,1.666666667,5,0,0,0,0,0,0,0,0,0,147.42,0,FALSE,FALSE
BlockingMessageSender.java,9,1,0,30,64,6,3,27,7,0.839285714,350,0.714285714,3,0,0.35,0,0,37.11111111,1.111111111,3,28,27,15,14,6,4.33,3,43,41,26.28,2,FALSE,TRUE
DefaultInMemorySubscriptionManager.java,17,1,0,11,57,60,0,11,14,0.833333333,330,1,2,0,0.3375,0,0,18.05882353,1.058823529,3,2,2,1,1,2,2,1,3,3,6.57,1,FALSE,FALSE
ClassMediatorFactory.java,4,0,0,8,29,4,0,8,3,0.666666667,141,1,1,0,0.555555556,0,0,34,1.75,6,8,8,1,1,8,8,1,9,9,17.28,1,FALSE,FALSE
UnboundedMessageQueue.java,7,1,0,3,13,9,1,2,7,0.5,47,1,0,0,0.571428571,0,0,5.571428571,1,2,0,0,0,0,0,0,0,0,0,108,0,FALSE,FALSE
MediatorFactoryFinder.java,10,1,0,17,40,3,7,10,5,0.6,453,1,2,0,0.222222222,0,0,43.8,1.8,7,5,3,3,1,25,16.66,3,8,4,26,2,FALSE,TRUE
UUIDGenerator.java,4,1,0,0,31,0,0,0,2,0.5,179,1,0,0,0.333333333,0,0,42.75,2,4,0,0,0,0,0,0,0,0,0,88.85,0,FALSE,FALSE
MessageStoreDeployer.java,6,0,0,11,34,0,0,11,5,0.2,482,1,1,0,0.65,0,0,79.16666667,3.166666667,6,0,0,0,0,0,0,0,0,0,59,0,FALSE,FALSE
StockQuoteCallback.java,5,1,0,9,16,10,1,8,5,2,50,0,0,0,0.533333333,0,0,9,0.8,1,0,0,0,0,0,0,0,0,0,216.57,0,FALSE,FALSE
EqualFactory.java,2,0,0,8,11,1,1,7,2,2,36,0,0,0,0.75,0,0,17,0.5,1,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
AnnotatedCommandMediator.java,6,0,0,13,59,13,1,12,3,0.7,589,1,0,0,0.4,0,0,96.5,4.833333333,11,0,0,0,0,0,0,0,0,0,221.14,0,FALSE,FALSE
EvaluatorFactoryFinder.java,6,1,0,14,23,9,6,11,3,0.6,106,1,2,0,0.466666667,0,0,16.16666667,0.666666667,1,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
AlgorithmContext.java,7,1,0,15,20,0,11,4,6,0.740740741,153,1,2,0,0.361111111,0,0,19.57142857,1.571428571,4,2,2,13,13,46,46,1,15,15,26.28,1,TRUE,TRUE
URLMappingBasedDispatcher.java,3,1,0,8,23,1,1,8,2,0.5,170,1,1,0,0.666666667,0,0,55.33333333,4.333333333,13,87,87,0,0,38,38,1,87,87,25,1,FALSE,FALSE
ServerManagerView.java,10,1,0,5,29,0,1,5,9,0.5,203,1,2,0,0.407407407,0,0,19.1,0.8,1,0,0,0,0,0,0,0,0,0,167.28,0,FALSE,FALSE
KeyStoreWrapper.java,11,1,2,15,29,21,8,7,4,0.425,244,1,2,0,0.545454545,0,0,20.81818182,1.909090909,4,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
StockQuoteHandler.java,12,1,0,7,40,64,1,6,11,0.818181818,429,1,0,0,0.236363636,0,0,34.66666667,1.166666667,3,1,1,1,1,12,12,1,2,2,-15.57,1,FALSE,TRUE
JBossEncryptionSecretCallbackHandler.java,4,0,0,8,16,4,0,8,1,0.833333333,48,1,0,0,0.444444444,0,0,10.5,0.5,1,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
TaskSchedulerFactory.java,3,1,0,3,10,1,1,2,1,0.5,42,1,0,0,0.5,0,0,12.66666667,1.333333333,4,0,0,0,0,0,0,0,0,0,188.28,0,FALSE,FALSE
FtpFileNameParser.java,7,0,0,10,21,4,1,9,5,1,88,1,2,0,0.416666667,0,0,11.28571429,0.5,1,75,75,0,0,3,3,1,75,75,25,1,FALSE,FALSE
CipherTool.java,14,1,0,23,76,71,0,23,1,1.022624434,734,1,1,0,0.205128205,0,0,50.21428571,2.571428571,10,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
DataSourceFactory.java,5,1,0,10,86,4,2,8,1,0.25,334,1,1,0,0.3125,0,0,65.6,5,23,0,0,0,0,0,0,0,0,0,160,0,FALSE,FALSE
SendMediator.java,8,0,0,12,33,0,2,10,8,0.428571429,174,1,2,0,0.3,0,0,20.5,2.25,10,5,5,0,0,96,96,1,5,5,-57.14,1,FALSE,TRUE
URITemplateBasedDispatcher.java,2,1,0,7,19,1,1,7,2,2,68,0,0,0,0.666666667,0,0,33,1.5,3,50,50,0,0,38,38,1,50,50,25,1,FALSE,FALSE
Axis2TransportHelper.java,9,1,0,12,35,0,1,11,8,0.1875,373,1,2,0,0.5625,0,0,40.22222222,2.666666667,4,0,0,0,0,0,0,0,0,0,161.71,0,FALSE,FALSE
XMLConfigConstants.java,2,1,0,12,5,1,10,2,1,1.68,147,0,15,0,1,0,0,47.5,0,0,7,4,2,2,38,19.33,3,9,4,25,3,FALSE,TRUE
OrFactory.java,3,1,0,8,23,1,1,8,2,0,87,1,1,0,0.555555556,0,0,27.66666667,0.666666667,1,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
ExtensionDeployer.java,10,0,0,14,65,19,0,14,6,0.666666667,364,1,2,0,0.277777778,0,0,35.2,0.8,1,1,1,1,1,7,7,1,2,2,26.28,1,FALSE,TRUE
HessianMessageBuilder.java,4,1,0,16,27,0,0,16,2,0.333333333,164,1,1,0,0.666666667,0,0,39.75,0.5,1,0,0,0,0,0,0,0,0,0,219.14,0,FALSE,FALSE
JmxInformation.java,19,1,0,4,24,141,3,1,19,0.925925926,134,1,1,0,0.284210526,0,0,5.578947368,1,2,0,0,0,0,0,0,0,0,0,110.14,0,FALSE,FALSE
ValueSerializer.java,3,1,0,16,16,1,8,8,2,0.5,76,1,2,0,0.625,0,0,23.66666667,1.333333333,4,0,0,0,0,0,0,0,0,0,69,0,FALSE,FALSE
EndpointDefinitionSerializer.java,2,1,0,13,39,0,3,10,2,0,465,1,1,0,0.666666667,0,0,231,17,34,11,10,24,10,46,24.33,3,35,17,26.28,1,TRUE,TRUE
TemplateDeployer.java,6,0,0,16,52,0,0,16,5,0.2,845,1,1,0,0.65,0,0,139.6666667,5.333333333,10,7,5,7,5,17,12,2,14,10,26.28,1,TRUE,TRUE
NotFactory.java,3,1,0,8,17,1,1,8,2,0,56,1,1,0,0.555555556,0,0,17.33333333,0.666666667,1,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
FIXSessionFactory.java,18,1,0,36,78,0,3,33,12,0.720588235,959,1,5,0,0.254901961,0,0,51.83333333,2.111111111,7,73,71,18,18,3,2.5,2,91,89,24.28,1,FALSE,TRUE
SecretCallbackHandlerFactory.java,6,1,0,7,21,9,2,5,3,0.4,109,1,1,0,0.35,0,0,17,1.333333333,5,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
AXIOMResultBuilderFactory.java,2,1,0,5,4,1,0,5,2,2,9,0,0,0,0.666666667,0,0,3.5,0.5,1,0,0,0,0,0,0,0,0,0,198.71,0,FALSE,FALSE
RewriteAction.java,13,1,0,8,29,36,3,5,12,0.939393939,173,0.545454545,2,0,0.263888889,0,0,11.46153846,0.846153846,1,4,4,1,1,2,2,1,5,5,-57.85,1,FALSE,TRUE
CipherInformation.java,16,1,0,11,20,100,7,4,15,0.940740741,93,0.888888889,4,0,0.366666667,0,0,4.25,1,3,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
Registry.java,13,1,0,14,13,78,11,3,13,2,13,0,0,0,0.296703297,0,0,0,1,1,0,0,0,0,0,0,0,0,0,218.14,0,FALSE,FALSE
ConditionFactory.java,3,1,0,10,22,1,1,9,2,0,72,1,1,0,0.555555556,0,0,22.66666667,0.666666667,1,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
DiscountQuoteMediator.java,10,0,0,7,29,23,0,7,9,0.805555556,150,1,1,0,0.361111111,0,0,13.6,0.9,2,2,2,2,2,12,12,1,4,4,-15.57,1,FALSE,TRUE
Value.java,11,1,0,37,36,0,27,10,9,0.62,266,1,2,0,0.3,0,0,22.72727273,2.090909091,6,64,37,4,2,20,10,4,68,39,32,4,TRUE,TRUE
ProxyServiceFactory.java,5,1,0,16,72,0,2,14,2,0.25,734,1,1,0,0.3,0,0,145.6,11,53,0,0,6,6,25,25,1,6,6,-70.28,1,FALSE,FALSE
SynapseSubscription.java,2,0,0,7,9,1,4,3,2,2,31,0,0,0,0.75,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,179,0,FALSE,FALSE
LoadbalanceEndpointFactory.java,5,0,0,12,44,2,1,12,1,0.625,238,1,2,0,0.4375,0,0,46.2,3.4,11,0,0,0,0,0,0,0,0,0,213.85,0,FALSE,FALSE
Axis2FlexibleMEPClient.java,7,1,0,44,128,19,1,43,3,0.833333333,1002,1,1,0,0.222222222,0,0,142,2.714285714,8,103,71,113,51,96,14.2,10,216,122,36.71,3,TRUE,TRUE
HttpSessionDispatcher.java,9,0,0,13,40,30,4,9,6,1.125,433,0.666666667,0,0,0.62962963,0,0,46.77777778,4,13,129,128,2,1,46,23.5,2,131,129,26.28,1,TRUE,TRUE
PropertyTextRetriever.java,3,1,0,5,6,0,2,3,3,0,25,1,0,0,0.555555556,0,0,7,0.666666667,1,0,0,0,0,0,0,0,0,0,90.57,0,FALSE,FALSE
ClientConnectionDebug.java,10,0,0,13,30,17,4,10,10,0.848484848,359,1,1,0,0.28,0,0,33.8,1.5,4,0,0,0,0,0,0,0,0,0,119,0,FALSE,FALSE
SamplingThrottleMediator.java,24,0,0,18,58,148,3,16,15,0.894409938,262,1,2,0,0.143518519,0,0,9.625,1.333333333,5,3,3,2,2,3,3,1,5,5,-60.42,1,FALSE,FALSE
SyslogConstants.java,2,1,0,1,4,1,1,0,0,1.833333333,18,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,213.14,0,FALSE,FALSE
SynapseLog.java,13,1,0,47,13,78,47,0,13,2,13,0,0,0,0.480769231,0,0,0,1,1,0,0,0,0,0,0,0,0,0,206,0,FALSE,FALSE
LoadBalanceMembershipHandler.java,6,1,0,10,6,15,6,4,6,2,6,0,0,0,0.333333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,206.85,0,FALSE,FALSE
AbstractSynapseArtifactDeployer.java,22,0,11,32,84,175,11,21,9,0.714285714,743,1,3,0,0.25,0,0,32.63636364,1,3,50,39,27,16,7,3,3,77,55,26.28,1,FALSE,TRUE
