file_name,num_classes,num_methods,num_reflections,num_file_operations,num_network_operations
ScriptMessageContext.java,1,65,0,0,0
SecretCallback.java,0,0,0,0,0
SecretCallbackHandler.java,0,1,0,0,0
SecretCallbackHandlerFactory.java,1,4,0,0,0
SecretInformation.java,1,13,0,0,0
SecretInformationFactory.java,1,2,0,0,0
SecretLoadingModule.java,1,2,0,0,0
SecretManager.java,1,7,0,0,0
SecretManagerAdminMBean.java,0,2,0,0,0
SecretManagerAdminMBeanImpl.java,1,2,0,0,0
SecretManagerSecretCallbackHandler.java,1,1,0,0,0
SecretRepository.java,0,4,0,0,0
SecretRepositoryProvider.java,0,1,0,0,0
SecretResolver.java,1,8,0,0,0
SecretResolverFactory.java,1,4,0,0,0
SecureVaultException.java,1,0,0,0,0
SecurityConstants.java,1,0,0,0,0
SEDAMediator.java,1,11,0,0,0
SEDAMediatorFactory.java,1,2,0,0,0
SEDAQueue.java,1,7,0,0,0
SEDAQueueConsumer.java,0,1,0,0,0
SEDAQueueConsumerPolicy.java,1,6,0,0,0
SEDAQueueConsumerWorker.java,1,3,0,0,0
SEDAQueueConsumerWorkerFactory.java,1,1,0,0,0
SEDAQueuePolicy.java,1,8,0,0,0
SEDAQueueProducer.java,1,1,0,0,0
SEDAQueueProducerPolicy.java,1,4,0,0,0
SendMediator.java,1,8,0,0,0
SendMediatorFactory.java,1,2,0,0,0
SendMediatorSerializationTest.java,1,6,0,0,0
SendMediatorSerializer.java,1,2,0,0,0
SequenceDeployer.java,1,4,0,0,0
SequenceMediator.java,1,18,0,0,0
SequenceMediatorFactory.java,1,3,0,0,0
SequenceMediatorSerializationTest.java,1,7,0,0,0
SequenceMediatorSerializer.java,1,3,0,0,0
SequenceMediatorTest.java,1,9,0,0,0
ServerConfigurationInformation.java,1,29,0,0,0
ServerConfigurationInformationFactory.java,1,8,0,0,0
ServerConnectionDebug.java,1,6,1,0,0
ServerContextInformation.java,1,11,0,0,0
ServerHandler.java,1,22,0,0,0
ServerManager.java,1,20,0,0,0
ServerManagerView.java,1,8,0,0,0
ServerManagerViewMBean.java,0,8,0,0,0
ServerState.java,0,6,0,0,0
ServerStateDetectionStrategy.java,1,1,0,0,0
ServerWorker.java,1,11,6,0,0
ServiceDynamicLoadbalanceEndpoint.java,2,11,0,0,0
ServiceDynamicLoadbalanceEndpointFactory.java,1,2,0,0,0
ServiceInvoker.java,1,9,0,0,0
ServiceLoadBalanceMembershipHandler.java,2,11,0,0,0
ServiceLocator.java,1,4,0,0,0
ServiceRequestEarlyBuilder.java,1,3,0,0,0
Services.java,1,1,0,0,0
SessionEventHandler.java,0,6,0,0,0
SessionInformation.java,1,12,0,0,0
SharedSecretCallbackHandler.java,1,1,0,0,0
SharedSecretCallbackHandlerCache.java,1,3,0,0,0
ShoppingCart.java,0,3,0,0,0
ShoppingCartBean.java,1,4,0,0,0
SimpleClientSessionDispatcher.java,1,5,0,0,0
SimpleClientSessionDispatcherTest.java,1,2,0,0,0
SimpleInMemoryRegistry.java,1,9,0,0,0
SimpleLoggingObserver.java,1,0,0,0,0
SimpleMap.java,0,22,0,0,0
SimpleMapImpl.java,1,24,0,0,0
SimpleMapTest.java,1,2,0,0,0
SimpleQuartz.java,1,7,0,0,0
SimpleQuartzFactory.java,1,4,0,0,0
SimpleQuartzJob.java,1,3,0,0,0
SimpleQuartzSerializer.java,1,1,0,0,0
SimpleStockQuoteService.java,1,5,0,0,0
SimpleURLRegistry.java,1,12,0,0,0
SimpleURLRegistryTest.java,1,6,0,0,0
SingleSecretCallback.java,1,6,0,0,0
SNMPAgent.java,1,10,0,0,0
SNMPConstants.java,1,0,0,0,0
SOAPConversionTest.java,1,6,0,0,0
SOAPEnvelopeTextRetriever.java,1,2,0,0,0
SoapSessionDispatcher.java,1,5,0,0,0
SOAPUtils.java,1,5,0,0,0
Source.java,1,14,0,0,0
SourceBuilder.java,0,2,0,0,0
SourceBuilderFactory.java,0,1,0,0,0
SourceConfiguration.java,1,15,0,0,0
SourceConnections.java,1,7,0,0,0
SourceContext.java,1,23,0,0,0
SourceHandler.java,1,17,1,0,0
SourceRequest.java,1,13,1,0,0
SourceResponse.java,1,7,0,0,0
SourceResponseFactory.java,1,2,0,0,0
SourceTextRetriever.java,0,2,0,0,0
SourceTextRetrieverTest.java,1,5,0,0,0
SourceXPathSupport.java,1,5,0,0,0
SplitTestHelperMediator.java,1,6,0,0,0
SpringCustomLogger.java,1,5,0,0,0
SpringMediator.java,1,10,0,0,0
SpringMediatorFactory.java,1,2,0,0,0
SpringMediatorSerializer.java,1,2,0,0,0
SpringMediatorTest.java,1,1,0,0,0
SpringTestBean.java,1,6,0,0,0
Startup.java,0,3,0,0,0
StartupFactory.java,0,3,0,0,0
StartupFinder.java,1,11,0,0,0
StartupSerializationTest.java,1,2,0,0,0
StartupSerializer.java,0,1,0,0,0
Statement.java,2,8,0,0,0
Statistics.java,1,11,0,0,0
StatisticsCleaner.java,1,1,0,0,0
StatisticsCollector.java,1,5,0,0,0
StatisticsConfigurable.java,0,3,0,0,0
StatisticsLog.java,1,13,0,0,0
StatisticsRecord.java,1,12,0,0,0
StatisticsRecordFactory.java,1,1,0,0,0
StatisticsReporter.java,1,10,0,0,0
StatisticsUpdateStrategy.java,1,1,0,0,0
StatisticsView.java,1,9,0,0,0
StatisticsViewMBean.java,0,7,0,0,0
StatisticsViewStrategy.java,0,2,0,0,0
StockQuoteCallback.java,1,4,0,0,0
StockQuoteClient.java,2,7,0,0,0
StockQuoteHandler.java,1,10,0,0,0
StockQuoteSampleClient.java,1,19,0,0,0
StockQuoteService.java,1,4,0,0,0
Store.java,1,8,0,0,0
StoreLocator.java,0,1,0,0,0
StoreLocatorBean.java,1,1,0,0,0
StoreRegisterUtil.java,1,3,0,0,0
StoreRegistry.java,0,1,0,0,0
StoreRegistryBean.java,1,1,0,0,0
StreamingOnRequestDataSource.java,1,5,0,0,0
StreamResultBuilder.java,1,4,0,0,0
StreamResultBuilderFactory.java,1,1,0,0,0
StreamSourceBuilder.java,1,3,0,0,0
StreamSourceBuilderFactory.java,1,1,0,0,0
SubscriptionMessageBuilder.java,1,7,0,0,0
SwitchCase.java,1,8,0,0,0
SwitchMediator.java,1,9,0,0,0
SwitchMediatorFactory.java,1,2,0,0,0
SwitchMediatorSerializationTest.java,1,2,0,0,0
SwitchMediatorSerializer.java,1,2,0,0,0
SwitchMediatorTest.java,1,9,0,0,0
SymmetricCipher.java,1,2,0,0,0
SynapseAdaptorForOcspCrl.java,1,1,2,0,0
SynapseArtifact.java,0,2,0,0,0
SynapseArtifactDeploymentException.java,1,0,0,0,0
SynapseArtifactDeploymentStore.java,1,15,0,0,0
SynapseAxisServlet.java,1,3,0,0,0
SynapseBinaryDataSource.java,1,4,0,0,0
SynapseCallbackReceiver.java,1,9,0,0,0
SynapseCallbackStoreView.java,1,2,0,0,0
SynapseCallbackStoreViewMBean.java,0,2,0,0,0
SynapseCommodityServiceTest.java,1,6,0,0,0
SynapseCommonsException.java,1,0,0,0,0
SynapseConfiguration.java,1,102,0,0,0
SynapseConfigurationBuilder.java,1,3,0,0,0
SynapseConfigUtils.java,1,27,0,0,0
SynapseConstants.java,2,0,0,0,0
SynapseController.java,0,13,0,0,0
SynapseControllerFactory.java,1,6,0,0,0
SynapseDispatcher.java,1,3,0,0,0
SynapseEnvironment.java,0,15,0,0,0
SynapseEventFilter.java,0,1,0,0,0
SynapseEventingConstants.java,1,0,0,0,0
SynapseEventSource.java,2,21,0,0,0
SynapseEventSourceTest.java,1,6,0,0,0
SynapseException.java,1,0,0,0,0
SynapseImport.java,1,7,0,0,0
SynapseImportFactory.java,1,2,0,0,0
SynapseImportSerializer.java,1,2,0,0,0
SynapseInHandler.java,1,1,0,0,0
SynapseLibrary.java,1,19,0,0,0
SynapseLog.java,0,13,0,0,0
SynapseMediator.java,1,1,0,0,0
SynapseMediatorFactory.java,1,2,0,0,0
SynapseMediatorSerializer.java,1,2,0,0,0
SynapseMessageReceiver.java,1,3,0,0,0
SynapseMIBUtils.java,1,1,0,0,0
SynapseModule.java,1,5,0,0,0
SynapseMOScalar.java,1,1,0,0,0
SynapseMustUnderstandHandler.java,1,1,0,0,0
SynapseNHttpClientConnection.java,1,7,0,0,0
SynapseNHttpClientConnectionFactory.java,5,5,0,0,0
SynapseNHttpServerConnectionFactory.java,5,5,0,0,0
SynapseNHttpSSLClientConnectionFactory.java,1,2,0,0,0
SynapseNHttpSSLServerConnectionFactory.java,1,1,0,0,0
SynapseObserver.java,0,16,0,0,0
SynapseObserverTest.java,2,19,0,0,0
SynapseOutHandler.java,1,1,0,0,0
SynapseProcessController.java,2,7,0,0,0
SynapsePropertiesLoader.java,1,3,0,0,0
SynapseSample_0_Integration.java,1,2,0,0,0
SynapseSample_100_Integration.java,1,2,0,0,0
SynapseSample_101_Integration.java,1,2,0,0,0
SynapseSample_102_Integration.java,1,2,0,0,0
SynapseSample_103_Integration.java,1,2,0,0,0
SynapseSample_104_Integration.java,1,2,0,0,0
SynapseSample_10_Integration.java,1,2,0,0,0
SynapseSample_110_Integration.java,1,2,0,0,0
SynapseSample_111_Integration.java,1,2,0,0,0
SynapseSample_112_Integration.java,1,2,0,0,0
SynapseSample_113_Integration.java,1,2,0,0,0
SynapseSample_114_Integration.java,1,2,0,0,0
SynapseSample_11_Integration.java,1,2,0,0,0
SynapseSample_1_Integration.java,1,2,0,0,0
SynapseSample_2_Integration.java,1,2,0,0,0
SynapseSample_3_Integration.java,1,2,0,0,0
SynapseSample_4_Integration.java,1,2,0,0,0
SynapseSample_500_Integration.java,1,2,0,0,0
SynapseSample_501_Integration.java,1,2,0,0,0
SynapseSample_502_Integration.java,1,2,0,0,0
SynapseSample_503_Integration.java,1,2,0,0,0
SynapseSample_50_Integration.java,1,2,0,0,0
SynapseSample_510_Integration.java,1,2,0,0,0
SynapseSample_51_Integration.java,1,2,0,0,0
SynapseSample_52_Integration.java,1,2,0,0,0
SynapseSample_53_Integration.java,1,2,0,0,0
SynapseSample_54_Integration.java,1,2,0,0,0
SynapseSample_55_Integration.java,1,2,0,0,0
SynapseSample_56_Integration.java,1,2,0,0,0
SynapseSample_57_Integration.java,1,2,0,0,0
SynapseSample_5_Integration.java,1,2,0,0,0
SynapseSample_600_Integration.java,1,2,0,0,0
SynapseSample_60_Integration.java,1,2,0,0,0
SynapseSample_6_Integration.java,1,2,0,0,0
SynapseSample_7_Integration.java,1,2,0,0,0
SynapseSample_8_Integration.java,1,2,0,0,0
SynapseSample_9_Integration.java,1,2,0,0,0
SynapseServer.java,1,4,0,0,0
SynapseSNMPAgent.java,1,2,0,0,0
SynapseStartUpServlet.java,1,4,0,0,0
SynapseSubscription.java,1,6,0,0,0
SynapseTaskException.java,1,0,0,0,0
SynapseTaskManager.java,1,8,0,0,0
SynapseTestCase.java,1,14,0,0,0
SynapseTestUtils.java,1,7,0,0,0
SynapseThreadFactory.java,1,1,0,0,0
SynapseThreadPool.java,1,0,0,0,0
SynapseXMLConfigurationFactory.java,1,21,0,0,0
SynapseXMLConfigurationSerializer.java,1,13,0,0,0
SynapseXPath.java,2,9,0,0,0
SynapseXPathConstants.java,1,0,0,0,0
SynapseXPathFactory.java,1,3,0,0,0
SynapseXPathFunctionContext.java,1,1,0,0,0
SynapseXpathFunctionContextProvider.java,0,2,0,0,0
SynapseXPathSerializer.java,1,4,0,0,0
SynapseXPathTest.java,1,10,0,0,0
SynapseXPathVariableContext.java,1,1,0,0,0
SynapseXpathVariableResolver.java,0,2,0,0,0
SyslogConstants.java,1,0,0,0,0
SyslogMessageBuilder.java,1,1,0,0,0
SyslogMessageBuilderTest.java,2,9,0,0,0
SystemViewStrategy.java,1,4,0,0,0
Target.java,1,4,0,0,0
TargetConfiguration.java,1,6,0,0,0
TargetConnections.java,1,8,0,0,0
TargetContext.java,1,22,0,0,0
TargetErrorHandler.java,1,3,0,0,0
TargetFactory.java,1,2,0,0,0
TargetHandler.java,1,19,1,0,0
TargetRequest.java,1,13,0,0,0
TargetRequestFactory.java,1,3,0,0,0
TargetResponse.java,1,12,0,0,0
TargetSerializer.java,1,1,0,0,0
Task.java,0,1,0,0,0
TaskConstants.java,1,0,0,0,0
TaskDeployer.java,1,4,0,0,0
TaskDescription.java,1,25,0,0,0
TaskDescriptionFactory.java,1,4,0,0,0
TaskDescriptionRepository.java,1,9,0,0,0
TaskDescriptionRepositoryFactory.java,1,1,0,0,0
TaskDescriptionSerializer.java,1,1,0,0,0
TaskJobDetailFactory.java,0,1,0,0,0
TaskManagementService.java,0,7,0,0,0
TaskScheduler.java,1,16,0,0,0
TaskSchedulerFactory.java,1,1,0,0,0
TaskTriggerFactory.java,0,1,0,0,0
Template.java,1,13,0,0,0
TemplateContext.java,1,8,0,0,0
TemplateDeployer.java,1,4,0,0,0
TemplateEndpoint.java,1,11,0,0,0
TemplateEndpointFactory.java,1,1,0,0,0
TemplateEndpointSerializer.java,1,1,0,0,0
TemplateFactory.java,1,2,0,0,0
TemplateMediator.java,1,12,0,0,0
TemplateMediatorFactory.java,1,2,0,0,0
TemplateMediatorSerializer.java,1,4,0,0,0
TemplateParameter.java,1,6,0,0,0
TemplateParameterFactory.java,1,1,0,0,0
TemplateParameterSerializer.java,1,3,0,0,0
TemplateSerializationTest.java,1,5,0,0,0
TemplateSerializer.java,1,1,0,0,0
TemporaryData.java,3,23,0,0,0
TemporaryDataTest.java,1,7,0,0,0
TestConstants.java,0,0,0,0,0
TestHandler.java,1,2,0,0,0
TestMediateHandler.java,0,1,0,0,0
TestMediateHandlerImpl.java,1,1,0,0,0
TestMediator.java,1,4,0,0,0
TestMessageContext.java,1,56,0,0,0
TestMessageContextBuilder.java,1,11,0,0,0
TestSamplesHandlerSuite.java,1,2,0,0,0
TestTask.java,1,5,0,0,0
TestUtils.java,1,8,0,0,0
TextFileDataSource.java,1,5,0,0,0
TextFileDataSourceTest.java,1,4,0,0,0
TextProcessingEvaluatorFactory.java,1,2,0,0,0
TextProcessingEvaluatorSerializer.java,1,2,0,0,0
ThreadedClient.java,1,2,0,0,0
ThreadingView.java,3,23,0,0,0
ThreadingViewMBean.java,0,12,0,0,0
ThrottleMediator.java,1,20,0,0,0
ThrottleMediatorFactory.java,1,2,0,0,0
ThrottleMediatorSerializationTest.java,1,1,0,0,0
ThrottleMediatorSerializer.java,1,2,0,0,0
ThrottleMediatorTest.java,2,12,0,0,0
TimeoutHandler.java,1,3,0,0,0
TopicBasedEventFilter.java,1,7,0,0,0
TradingDay.java,1,4,0,0,0
TransactionMediator.java,1,5,0,0,0
TransactionMediatorFactory.java,1,2,0,0,0
TransactionMediatorSerializationTest.java,1,1,0,0,0
TransactionMediatorSerializer.java,1,2,0,0,0
TransportView.java,1,25,0,0,0
TransportViewMBean.java,0,25,0,0,0
TrustKeyStoreInformation.java,1,2,0,0,0
TrustKeyStoreWrapper.java,1,2,0,0,0
UnboundedMessageQueue.java,1,6,0,0,0
UnboundedQueue.java,1,15,0,0,0
UpdateMessage.java,0,0,0,0,0
URIFragments.java,1,7,0,0,0
URITemplateBasedDispatcher.java,1,1,0,0,0
URITemplateBasedDispatcherTest.java,1,4,0,0,0
URITemplateHelper.java,1,2,0,0,0
URLBasedVersionStrategy.java,1,2,0,0,0
URLEncodeFunction.java,1,2,0,0,0
URLMappingBasedDispatcher.java,1,1,0,0,0
URLMappingBasedDispatcherTest.java,1,6,0,0,0
URLMappingHelper.java,1,4,0,0,0
URLRewriteMediator.java,1,8,0,0,0
URLRewriteMediatorFactory.java,1,4,0,0,0
URLRewriteMediatorSerializationTest.java,1,3,0,0,0
URLRewriteMediatorSerializer.java,1,4,0,0,0
URLRewriteMediatorTest.java,1,9,0,0,0
URLTextRetriever.java,1,3,0,0,0
UserDefinedWSDLLocator.java,0,1,0,0,0
UserDefinedXmlSchemaURIResolver.java,0,2,0,0,0
Utils.java,1,7,0,0,0
UUIDGenerator.java,1,2,1,0,0
ValidateMediator.java,2,19,0,0,0
ValidateMediatorFactory.java,1,2,0,0,0
ValidateMediatorSerializationTest.java,1,2,0,0,0
ValidateMediatorSerializer.java,1,2,0,0,0
ValidateMediatorTest.java,1,18,0,0,0
Value.java,1,13,0,0,0
ValueFactory.java,1,6,0,0,0
ValueSerializer.java,1,1,0,0,0
VersionStrategy.java,0,4,0,0,0
VersionStrategyFactory.java,1,3,0,0,0
VersionStrategySerializer.java,1,1,0,0,0
VFSAsyncClient.java,1,1,0,0,0
VFSAsyncFileChannel.java,1,0,0,0,0
VFSClient.java,1,4,0,0,0
VFSConstants.java,1,0,0,0,0
VFSFileChannel.java,1,5,0,0,0
VFSMockAsyncEndpoint.java,1,3,0,0,0
VFSOutTransportInfo.java,1,12,0,0,0
VFSRequestResponseClient.java,1,2,0,0,0
VFSRequestResponseFileChannel.java,1,3,0,0,0
VFSTestEnvironment.java,1,2,0,0,0
VFSTestUtils.java,1,3,0,0,0
VFSTransportDescriptionFactory.java,1,2,0,0,0
VFSTransportListener.java,2,10,0,0,0
VFSTransportSender.java,1,5,0,0,0
VFSTransportTest.java,1,1,0,0,0
VFSUtils.java,1,8,0,0,0
WeightedRoundRobin.java,4,21,0,0,0
WeightedRoundRobinView.java,1,2,0,0,0
WeightedRoundRobinViewMBean.java,0,2,0,0,0
WeightedRRLCAlgorithm.java,2,32,0,0,0
WeightedRRLCAlgorithmTest.java,1,6,0,0,0
Wire.java,1,10,0,0,0
WSDL11EndpointBuilder.java,1,4,0,0,0
WSDL20EndpointBuilder.java,1,0,0,0,0
WSDLEndpoint.java,1,11,0,0,0
WSDLEndpointFactory.java,1,2,0,0,0
WSDLEndpointSerializer.java,1,1,0,0,0
XarExplodedMojo.java,1,1,0,0,0
XarMojo.java,1,1,0,0,0
XFormURLEncodedBuilder.java,1,3,0,0,0
XMLConfigConstants.java,1,0,0,0,0
XMLConfigurationBuilder.java,1,1,0,0,0
XMLConfigurationSerializer.java,1,1,0,0,0
XMLToEndpointMapper.java,1,2,0,0,0
XMLToObjectMapper.java,0,1,0,0,0
XMLToTemplateMapper.java,1,1,0,0,0
XPathBasedEventFilter.java,1,6,0,0,0
XpathExtensionUtil.java,1,10,0,0,0
XQueryMediator.java,1,19,0,0,0
XQueryMediatorFactory.java,1,2,0,0,0
XQueryMediatorSerializationTest.java,1,1,0,0,0
XQueryMediatorSerializer.java,1,2,0,0,0
XQueryMediatorTest.java,1,8,0,0,0
XSLTMediator.java,2,24,0,0,0
XSLTMediatorFactory.java,1,2,0,0,0
XSLTMediatorSerializationTest.java,1,3,0,0,0
XSLTMediatorSerializer.java,1,2,0,0,0
XSLTMediatorTest.java,1,19,0,0,0
